node;vm;va;substation;subnet;voltLvl
LV2.128 Bus 1;0.987314;0.619167;NULL;LV2.128;7
LV2.128 Bus 46;0.972345;1.0029;NULL;LV2.128;7
LV2.128 Bus 10;0.973701;1.00251;NULL;LV2.128;7
LV2.128 Bus 92;0.987966;0.631837;NULL;LV2.128;7
LV2.128 Bus 65;0.988036;0.654078;NULL;LV2.128;7
LV2.128 Bus 9;0.98075;0.655505;NULL;LV2.128;7
LV2.128 Bus 28;0.973331;1.00262;NULL;LV2.128;7
LV2.128 Bus 7;0.978957;0.71455;NULL;LV2.128;7
LV2.128 Bus 6;0.983883;0.640541;NULL;LV2.128;7
LV2.128 Bus 19;0.987969;0.600082;NULL;LV2.128;7
LV2.128 Bus 95;0.974271;1.04398;NULL;LV2.128;7
LV2.128 Bus 34;0.980942;0.65545;NULL;LV2.128;7
LV2.128 Bus 42;0.97393;1.04407;NULL;LV2.128;7
LV2.128 Bus 71;0.981921;0.664392;NULL;LV2.128;7
LV2.128 Bus 20;0.974517;1.03023;NULL;LV2.128;7
LV2.128 Bus 12;0.984587;0.647745;NULL;LV2.128;7
LV2.128 Bus 18;0.983999;0.655294;NULL;LV2.128;7
LV2.128 Bus 29;0.974403;0.872326;NULL;LV2.128;7
LV2.128 Bus 49;0.975612;0.819861;NULL;LV2.128;7
LV2.128 Bus 25;0.982284;0.655054;NULL;LV2.128;7
LV2.128 Bus 68;0.987148;0.607543;NULL;LV2.128;7
LV2.128 Bus 89;0.983273;0.654766;NULL;LV2.128;7
LV2.128 Bus 26;0.973877;0.992576;NULL;LV2.128;7
LV2.128 Bus 73;0.980916;0.655458;NULL;LV2.128;7
LV2.128 Bus 43;0.988064;0.659925;NULL;LV2.128;7
LV2.128 Bus 91;0.986274;0.629079;NULL;LV2.128;7
LV2.128 Bus 40;0.974806;1.04383;NULL;LV2.128;7
LV2.128 Bus 78;0.973699;0.963984;NULL;LV2.128;7
LV2.128 Bus 63;0.98768;0.684436;NULL;LV2.128;7
LV2.128 Bus 39;0.976218;0.799883;NULL;LV2.128;7
LV2.128 Bus 75;0.974092;1.04403;NULL;LV2.128;7
LV2.128 Bus 31;0.98145;0.655299;NULL;LV2.128;7
LV2.128 Bus 67;0.97303;1.0027;NULL;LV2.128;7
LV2.128 Bus 83;0.981336;0.655333;NULL;LV2.128;7
LV2.128 Bus 86;0.991119;0.734901;NULL;LV2.128;7
LV2.128 Bus 17;0.98695;0.684651;NULL;LV2.128;7
LV2.128 Bus 84;0.987383;0.616983;NULL;LV2.128;7
LV2.128 Bus 96;0.987941;0.613144;NULL;LV2.128;7
LV2.128 Bus 77;0.986925;0.684658;NULL;LV2.128;7
LV2.128 Bus 44;0.97995;0.692414;NULL;LV2.128;7
LV2.128 Bus 100;0.987197;0.684577;NULL;LV2.128;7
LV2.128 Bus 66;0.992658;0.81001;NULL;LV2.128;7
LV2.128 Bus 74;0.987573;0.684467;NULL;LV2.128;7
LV2.129 Bus 23;0.979479;0.71639;NULL;LV2.129;7
LV2.129 Bus 53;0.976603;0.984313;NULL;LV2.129;7
LV2.129 Bus 41;0.997374;0.808938;NULL;LV2.129;7
LV2.129 Bus 13;0.979592;0.712519;NULL;LV2.129;7
LV2.129 Bus 99;0.994787;0.734624;NULL;LV2.129;7
LV2.129 Bus 14;0.97998;0.700664;NULL;LV2.129;7
LV2.129 Bus 81;0.982343;0.638416;NULL;LV2.129;7
LV2.129 Bus 15;0.995113;0.747308;NULL;LV2.129;7
LV2.129 Bus 103;0.983993;0.59766;NULL;LV2.129;7
LV2.129 Bus 69;0.985395;0.59725;NULL;LV2.129;7
LV2.129 Bus 27;0.977613;0.785372;NULL;LV2.129;7
LV2.129 Bus 93;0.979784;0.706547;NULL;LV2.129;7
LV2.129 Bus 16;0.990383;0.547444;NULL;LV2.129;7
LV2.129 Bus 94;0.976799;0.82879;NULL;LV2.129;7
LV2.129 Bus 79;0.989531;0.626844;NULL;LV2.129;7
LV2.129 Bus 38;0.986607;0.597634;NULL;LV2.129;7
LV2.129 Bus 97;0.994671;0.729768;NULL;LV2.129;7
LV2.129 Bus 58;0.980728;0.679155;NULL;LV2.129;7
LV2.129 Bus 72;0.987685;0.584153;NULL;LV2.129;7
LV2.129 Bus 82;0.990442;0.626578;NULL;LV2.129;7
LV2.129 Bus 21;0.976573;0.84988;NULL;LV2.129;7
LV2.129 Bus 101;0.99592;0.772023;NULL;LV2.129;7
LV2.129 Bus 22;0.986688;0.596877;NULL;LV2.129;7
LV2.129 Bus 37;0.996461;0.786608;NULL;LV2.129;7
LV2.129 Bus 61;0.977091;0.984179;NULL;LV2.129;7
LV2.129 Bus 90;0.984425;0.597533;NULL;LV2.129;7
LV2.129 Bus 33;0.989505;0.626852;NULL;LV2.129;7
LV2.129 Bus 88;0.979535;0.714374;NULL;LV2.129;7
LV2.129 Bus 102;0.978329;0.758205;NULL;LV2.129;7
LV2.129 Bus 2;0.976404;0.86829;NULL;LV2.129;7
LV2.129 Bus 57;0.976374;0.874986;NULL;LV2.129;7
LV2.129 Bus 87;0.997365;0.808941;NULL;LV2.129;7
LV2.129 Bus 36;0.986707;0.597605;NULL;LV2.129;7
LV2.129 Bus 56;0.977555;0.787742;NULL;LV2.129;7
LV2.129 Bus 55;0.993442;0.666796;NULL;LV2.129;7
LV2.129 Bus 59;0.982085;0.644258;NULL;LV2.129;7
LV2.129 Bus 70;0.981793;0.651083;NULL;LV2.129;7
LV2.129 Bus 51;0.990866;0.626454;NULL;LV2.129;7
LV2.129 Bus 62;0.989835;0.626754;NULL;LV2.129;7
LV2.129 Bus 30;0.975099;0.94334;NULL;LV2.129;7
LV2.129 Bus 3;0.99084;0.623879;NULL;LV2.129;7
LV2.129 Bus 4;0.981706;0.653172;NULL;LV2.129;7
LV2.129 Bus 52;0.97708;0.967087;NULL;LV2.129;7
LV2.129 Bus 32;0.977425;0.793806;NULL;LV2.129;7
LV2.129 Bus 5;0.993994;0.688698;NULL;LV2.129;7
LV2.129 Bus 35;0.990407;0.626588;NULL;LV2.129;7
LV2.129 Bus 24;0.994165;0.702174;NULL;LV2.129;7
LV2.129 Bus 11;0.975394;0.943254;NULL;LV2.129;7
LV2.129 Bus 80;0.98824;0.578109;NULL;LV2.129;7
LV2.129 Bus 50;0.993975;0.686862;NULL;LV2.129;7
LV2.129 Bus 8;0.983488;0.59781;NULL;LV2.129;7
LV2.129 Bus 45;0.994379;0.715221;NULL;LV2.129;7
LV2.129 Bus 85;0.987198;0.575322;NULL;LV2.129;7
LV2.129 Bus 1;0.989909;0.561699;NULL;LV2.129;7
LV2.129 Bus 46;0.97498;0.943375;NULL;LV2.129;7
LV2.129 Bus 10;0.976332;0.94299;NULL;LV2.129;7
LV2.129 Bus 92;0.990559;0.574303;NULL;LV2.129;7
LV2.129 Bus 65;0.990628;0.596427;NULL;LV2.129;7
LV2.129 Bus 9;0.983362;0.597845;NULL;LV2.129;7
LV2.129 Bus 28;0.975963;0.943093;NULL;LV2.129;7
LV2.129 Bus 7;0.981574;0.656576;NULL;LV2.129;7
LV2.129 Bus 6;0.986487;0.58296;NULL;LV2.129;7
LV2.129 Bus 19;0.990562;0.542714;NULL;LV2.129;7
LV2.129 Bus 95;0.976901;0.984232;NULL;LV2.129;7
LV2.129 Bus 34;0.983554;0.59779;NULL;LV2.129;7
LV2.129 Bus 42;0.976561;0.984325;NULL;LV2.129;7
LV2.129 Bus 71;0.98453;0.606685;NULL;LV2.129;7
LV2.129 Bus 20;0.977146;0.970558;NULL;LV2.129;7
LV2.129 Bus 12;0.987189;0.590126;NULL;LV2.129;7
LV2.129 Bus 18;0.986602;0.597635;NULL;LV2.129;7
LV2.129 Bus 29;0.977033;0.813506;NULL;LV2.129;7
LV2.129 Bus 49;0.978239;0.761323;NULL;LV2.129;7
LV2.129 Bus 25;0.984892;0.597396;NULL;LV2.129;7
LV2.129 Bus 68;0.989743;0.550135;NULL;LV2.129;7
LV2.129 Bus 89;0.985878;0.59711;NULL;LV2.129;7
LV2.129 Bus 26;0.976508;0.933108;NULL;LV2.129;7
LV2.129 Bus 73;0.983528;0.597798;NULL;LV2.129;7
LV2.129 Bus 43;0.990657;0.602244;NULL;LV2.129;7
LV2.129 Bus 91;0.988871;0.571558;NULL;LV2.129;7
LV2.129 Bus 40;0.977434;0.984086;NULL;LV2.129;7
LV2.129 Bus 78;0.97633;0.90467;NULL;LV2.129;7
LV2.129 Bus 63;0.990274;0.626626;NULL;LV2.129;7
LV2.129 Bus 39;0.978842;0.741452;NULL;LV2.129;7
LV2.129 Bus 75;0.976722;0.984281;NULL;LV2.129;7
LV2.129 Bus 31;0.98406;0.59764;NULL;LV2.129;7
LV2.129 Bus 67;0.975663;0.943178;NULL;LV2.129;7
LV2.129 Bus 83;0.983946;0.597674;NULL;LV2.129;7
LV2.129 Bus 86;0.993704;0.67683;NULL;LV2.129;7
LV2.129 Bus 17;0.989546;0.62684;NULL;LV2.129;7
LV2.129 Bus 84;0.989977;0.559526;NULL;LV2.129;7
LV2.129 Bus 96;0.990534;0.555707;NULL;LV2.129;7
LV2.129 Bus 77;0.98952;0.626848;NULL;LV2.129;7
LV2.129 Bus 44;0.982564;0.634558;NULL;LV2.129;7
LV2.129 Bus 100;0.989792;0.626767;NULL;LV2.129;7
LV2.129 Bus 66;0.995239;0.751548;NULL;LV2.129;7
LV2.129 Bus 74;0.990167;0.626657;NULL;LV2.129;7
LV2.130 Bus 23;0.979267;0.728338;NULL;LV2.130;7
LV2.130 Bus 53;0.976391;0.996378;NULL;LV2.130;7
LV2.130 Bus 41;0.997166;0.820923;NULL;LV2.130;7
LV2.130 Bus 13;0.97938;0.724465;NULL;LV2.130;7
LV2.130 Bus 99;0.994578;0.746578;NULL;LV2.130;7
LV2.130 Bus 14;0.979768;0.712605;NULL;LV2.130;7
LV2.130 Bus 81;0.982132;0.65033;NULL;LV2.130;7
LV2.130 Bus 15;0.994905;0.759267;NULL;LV2.130;7
LV2.130 Bus 103;0.983782;0.609556;NULL;LV2.130;7
LV2.130 Bus 69;0.985185;0.609146;NULL;LV2.130;7
LV2.130 Bus 27;0.9774;0.79735;NULL;LV2.130;7
LV2.130 Bus 93;0.979572;0.71849;NULL;LV2.130;7
LV2.130 Bus 16;0.990174;0.559319;NULL;LV2.130;7
LV2.130 Bus 94;0.976586;0.840787;NULL;LV2.130;7
LV2.130 Bus 79;0.989322;0.638753;NULL;LV2.130;7
LV2.130 Bus 38;0.986397;0.60953;NULL;LV2.130;7
LV2.130 Bus 97;0.994463;0.74172;NULL;LV2.130;7
LV2.130 Bus 58;0.980516;0.691087;NULL;LV2.130;7
LV2.130 Bus 72;0.987475;0.596043;NULL;LV2.130;7
LV2.130 Bus 82;0.990232;0.638486;NULL;LV2.130;7
LV2.130 Bus 21;0.97636;0.861885;NULL;LV2.130;7
LV2.130 Bus 101;0.995711;0.783993;NULL;LV2.130;7
LV2.130 Bus 22;0.986478;0.608774;NULL;LV2.130;7
LV2.130 Bus 37;0.996252;0.798584;NULL;LV2.130;7
LV2.130 Bus 61;0.976878;0.996244;NULL;LV2.130;7
LV2.130 Bus 90;0.984214;0.609429;NULL;LV2.130;7
LV2.130 Bus 33;0.989295;0.638761;NULL;LV2.130;7
LV2.130 Bus 88;0.979323;0.726321;NULL;LV2.130;7
LV2.130 Bus 102;0.978117;0.770171;NULL;LV2.130;7
LV2.130 Bus 2;0.976192;0.880304;NULL;LV2.130;7
LV2.130 Bus 57;0.976161;0.887002;NULL;LV2.130;7
LV2.130 Bus 87;0.997157;0.820926;NULL;LV2.130;7
LV2.130 Bus 36;0.986497;0.609501;NULL;LV2.130;7
LV2.130 Bus 56;0.977342;0.799721;NULL;LV2.130;7
LV2.130 Bus 55;0.993233;0.678721;NULL;LV2.130;7
LV2.130 Bus 59;0.981874;0.656174;NULL;LV2.130;7
LV2.130 Bus 70;0.981581;0.663003;NULL;LV2.130;7
LV2.130 Bus 51;0.990657;0.638362;NULL;LV2.130;7
LV2.130 Bus 62;0.989626;0.638663;NULL;LV2.130;7
LV2.130 Bus 30;0.974886;0.955386;NULL;LV2.130;7
LV2.130 Bus 3;0.990631;0.635787;NULL;LV2.130;7
LV2.130 Bus 4;0.981495;0.665092;NULL;LV2.130;7
LV2.130 Bus 52;0.976867;0.979144;NULL;LV2.130;7
LV2.130 Bus 32;0.977212;0.805788;NULL;LV2.130;7
LV2.130 Bus 5;0.993786;0.700632;NULL;LV2.130;7
LV2.130 Bus 35;0.990198;0.638496;NULL;LV2.130;7
LV2.130 Bus 24;0.993956;0.714114;NULL;LV2.130;7
LV2.130 Bus 11;0.975181;0.955301;NULL;LV2.130;7
LV2.130 Bus 80;0.98803;0.589997;NULL;LV2.130;7
LV2.130 Bus 50;0.993766;0.698796;NULL;LV2.130;7
LV2.130 Bus 8;0.983277;0.609706;NULL;LV2.130;7
LV2.130 Bus 45;0.99417;0.727167;NULL;LV2.130;7
LV2.130 Bus 85;0.986987;0.587209;NULL;LV2.130;7
LV2.130 Bus 1;0.989699;0.57358;NULL;LV2.130;7
LV2.130 Bus 46;0.974767;0.955422;NULL;LV2.130;7
LV2.130 Bus 10;0.97612;0.955036;NULL;LV2.130;7
LV2.130 Bus 92;0.99035;0.586189;NULL;LV2.130;7
LV2.130 Bus 65;0.990419;0.608323;NULL;LV2.130;7
LV2.130 Bus 9;0.983151;0.609741;NULL;LV2.130;7
LV2.130 Bus 28;0.975751;0.95514;NULL;LV2.130;7
LV2.130 Bus 7;0.981362;0.668498;NULL;LV2.130;7
LV2.130 Bus 6;0.986277;0.59485;NULL;LV2.130;7
LV2.130 Bus 19;0.990353;0.554587;NULL;LV2.130;7
LV2.130 Bus 95;0.976688;0.996296;NULL;LV2.130;7
LV2.130 Bus 34;0.983343;0.609687;NULL;LV2.130;7
LV2.130 Bus 42;0.976349;0.996389;NULL;LV2.130;7
LV2.130 Bus 71;0.984319;0.618585;NULL;LV2.130;7
LV2.130 Bus 20;0.976934;0.982616;NULL;LV2.130;7
LV2.130 Bus 12;0.986979;0.60202;NULL;LV2.130;7
LV2.130 Bus 18;0.986392;0.609532;NULL;LV2.130;7
LV2.130 Bus 29;0.97682;0.825496;NULL;LV2.130;7
LV2.130 Bus 49;0.978026;0.773291;NULL;LV2.130;7
LV2.130 Bus 25;0.984682;0.609293;NULL;LV2.130;7
LV2.130 Bus 68;0.989534;0.562012;NULL;LV2.130;7
LV2.130 Bus 89;0.985667;0.609007;NULL;LV2.130;7
LV2.130 Bus 26;0.976296;0.94515;NULL;LV2.130;7
LV2.130 Bus 73;0.983317;0.609695;NULL;LV2.130;7
LV2.130 Bus 43;0.990447;0.614142;NULL;LV2.130;7
LV2.130 Bus 91;0.988662;0.583444;NULL;LV2.130;7
LV2.130 Bus 40;0.977222;0.99615;NULL;LV2.130;7
LV2.130 Bus 78;0.976118;0.916699;NULL;LV2.130;7
LV2.130 Bus 63;0.990064;0.638535;NULL;LV2.130;7
LV2.130 Bus 39;0.97863;0.75341;NULL;LV2.130;7
LV2.130 Bus 75;0.97651;0.996345;NULL;LV2.130;7
LV2.130 Bus 31;0.983849;0.609537;NULL;LV2.130;7
LV2.130 Bus 67;0.97545;0.955224;NULL;LV2.130;7
LV2.130 Bus 83;0.983736;0.60957;NULL;LV2.130;7
LV2.130 Bus 86;0.993495;0.688759;NULL;LV2.130;7
LV2.130 Bus 17;0.989336;0.638749;NULL;LV2.130;7
LV2.130 Bus 84;0.989767;0.571406;NULL;LV2.130;7
LV2.130 Bus 96;0.990324;0.567586;NULL;LV2.130;7
LV2.130 Bus 77;0.98931;0.638756;NULL;LV2.130;7
LV2.130 Bus 44;0.982353;0.64647;NULL;LV2.130;7
LV2.130 Bus 100;0.989583;0.638675;NULL;LV2.130;7
LV2.130 Bus 66;0.99503;0.76351;NULL;LV2.130;7
LV2.130 Bus 74;0.989958;0.638566;NULL;LV2.130;7
LV2.131 Bus 23;0.978831;0.755244;NULL;LV2.131;7
LV2.131 Bus 53;0.975954;1.02352;NULL;LV2.131;7
LV2.131 Bus 41;0.996739;0.847906;NULL;LV2.131;7
LV2.131 Bus 13;0.978945;0.751367;NULL;LV2.131;7
LV2.131 Bus 99;0.99415;0.773497;NULL;LV2.131;7
LV2.131 Bus 14;0.979333;0.739497;NULL;LV2.131;7
LV2.131 Bus 81;0.981698;0.677167;NULL;LV2.131;7
LV2.131 Bus 15;0.994476;0.786197;NULL;LV2.131;7
LV2.131 Bus 103;0.983349;0.636357;NULL;LV2.131;7
LV2.131 Bus 69;0.984752;0.635947;NULL;LV2.131;7
LV2.131 Bus 27;0.976964;0.824318;NULL;LV2.131;7
LV2.131 Bus 93;0.979137;0.745387;NULL;LV2.131;7
LV2.131 Bus 16;0.989743;0.586076;NULL;LV2.131;7
LV2.131 Bus 94;0.97615;0.867793;NULL;LV2.131;7
LV2.131 Bus 79;0.988891;0.665579;NULL;LV2.131;7
LV2.131 Bus 38;0.985965;0.636331;NULL;LV2.131;7
LV2.131 Bus 97;0.994034;0.768634;NULL;LV2.131;7
LV2.131 Bus 58;0.980081;0.71796;NULL;LV2.131;7
LV2.131 Bus 72;0.987043;0.622832;NULL;LV2.131;7
LV2.131 Bus 82;0.989802;0.665312;NULL;LV2.131;7
LV2.131 Bus 21;0.975924;0.888911;NULL;LV2.131;7
LV2.131 Bus 101;0.995283;0.810944;NULL;LV2.131;7
LV2.131 Bus 22;0.986046;0.635573;NULL;LV2.131;7
LV2.131 Bus 37;0.995824;0.825547;NULL;LV2.131;7
LV2.131 Bus 61;0.976442;1.02339;NULL;LV2.131;7
LV2.131 Bus 90;0.983781;0.63623;NULL;LV2.131;7
LV2.131 Bus 33;0.988864;0.665587;NULL;LV2.131;7
LV2.131 Bus 88;0.978888;0.753225;NULL;LV2.131;7
LV2.131 Bus 102;0.977681;0.797114;NULL;LV2.131;7
LV2.131 Bus 2;0.975755;0.907346;NULL;LV2.131;7
LV2.131 Bus 57;0.975724;0.91405;NULL;LV2.131;7
LV2.131 Bus 87;0.996729;0.847909;NULL;LV2.131;7
LV2.131 Bus 36;0.986064;0.636302;NULL;LV2.131;7
LV2.131 Bus 56;0.976906;0.826691;NULL;LV2.131;7
LV2.131 Bus 55;0.992804;0.705581;NULL;LV2.131;7
LV2.131 Bus 59;0.98144;0.683016;NULL;LV2.131;7
LV2.131 Bus 70;0.981147;0.689851;NULL;LV2.131;7
LV2.131 Bus 51;0.990227;0.665188;NULL;LV2.131;7
LV2.131 Bus 62;0.989195;0.665488;NULL;LV2.131;7
LV2.131 Bus 30;0.974449;0.982496;NULL;LV2.131;7
LV2.131 Bus 3;0.9902;0.66261;NULL;LV2.131;7
LV2.131 Bus 4;0.98106;0.691942;NULL;LV2.131;7
LV2.131 Bus 52;0.976431;1.00627;NULL;LV2.131;7
LV2.131 Bus 32;0.976776;0.832763;NULL;LV2.131;7
LV2.131 Bus 5;0.993357;0.727511;NULL;LV2.131;7
LV2.131 Bus 35;0.989767;0.665322;NULL;LV2.131;7
LV2.131 Bus 24;0.993527;0.741005;NULL;LV2.131;7
LV2.131 Bus 11;0.974744;0.98241;NULL;LV2.131;7
LV2.131 Bus 80;0.987599;0.616781;NULL;LV2.131;7
LV2.131 Bus 50;0.993337;0.725673;NULL;LV2.131;7
LV2.131 Bus 8;0.982843;0.636507;NULL;LV2.131;7
LV2.131 Bus 45;0.993741;0.754069;NULL;LV2.131;7
LV2.131 Bus 85;0.986556;0.61399;NULL;LV2.131;7
LV2.131 Bus 1;0.989268;0.600349;NULL;LV2.131;7
LV2.131 Bus 46;0.97433;0.982531;NULL;LV2.131;7
LV2.131 Bus 10;0.975683;0.982145;NULL;LV2.131;7
LV2.131 Bus 92;0.989919;0.612969;NULL;LV2.131;7
LV2.131 Bus 65;0.989988;0.635123;NULL;LV2.131;7
LV2.131 Bus 9;0.982717;0.636542;NULL;LV2.131;7
LV2.131 Bus 28;0.975314;0.982249;NULL;LV2.131;7
LV2.131 Bus 7;0.980928;0.695351;NULL;LV2.131;7
LV2.131 Bus 6;0.985844;0.621638;NULL;LV2.131;7
LV2.131 Bus 19;0.989922;0.581339;NULL;LV2.131;7
LV2.131 Bus 95;0.976252;1.02344;NULL;LV2.131;7
LV2.131 Bus 34;0.982909;0.636488;NULL;LV2.131;7
LV2.131 Bus 42;0.975912;1.02354;NULL;LV2.131;7
LV2.131 Bus 71;0.983886;0.645394;NULL;LV2.131;7
LV2.131 Bus 20;0.976497;1.00975;NULL;LV2.131;7
LV2.131 Bus 12;0.986547;0.628813;NULL;LV2.131;7
LV2.131 Bus 18;0.98596;0.636332;NULL;LV2.131;7
LV2.131 Bus 29;0.976384;0.852489;NULL;LV2.131;7
LV2.131 Bus 49;0.97759;0.800237;NULL;LV2.131;7
LV2.131 Bus 25;0.984249;0.636093;NULL;LV2.131;7
LV2.131 Bus 68;0.989103;0.588771;NULL;LV2.131;7
LV2.131 Bus 89;0.985235;0.635807;NULL;LV2.131;7
LV2.131 Bus 26;0.975859;0.97225;NULL;LV2.131;7
LV2.131 Bus 73;0.982883;0.636495;NULL;LV2.131;7
LV2.131 Bus 43;0.990017;0.640946;NULL;LV2.131;7
LV2.131 Bus 91;0.98823;0.610221;NULL;LV2.131;7
LV2.131 Bus 40;0.976786;1.0233;NULL;LV2.131;7
LV2.131 Bus 78;0.975681;0.943774;NULL;LV2.131;7
LV2.131 Bus 63;0.989633;0.665361;NULL;LV2.131;7
LV2.131 Bus 39;0.978195;0.780339;NULL;LV2.131;7
LV2.131 Bus 75;0.976073;1.02349;NULL;LV2.131;7
LV2.131 Bus 31;0.983416;0.636337;NULL;LV2.131;7
LV2.131 Bus 67;0.975013;0.982333;NULL;LV2.131;7
LV2.131 Bus 83;0.983302;0.636371;NULL;LV2.131;7
LV2.131 Bus 86;0.993066;0.715628;NULL;LV2.131;7
LV2.131 Bus 17;0.988905;0.665575;NULL;LV2.131;7
LV2.131 Bus 84;0.989337;0.598173;NULL;LV2.131;7
LV2.131 Bus 96;0.989894;0.59435;NULL;LV2.131;7
LV2.131 Bus 77;0.98888;0.665582;NULL;LV2.131;7
LV2.131 Bus 44;0.981919;0.673304;NULL;LV2.131;7
LV2.131 Bus 100;0.989152;0.665501;NULL;LV2.131;7
LV2.131 Bus 66;0.994602;0.790443;NULL;LV2.131;7
LV2.131 Bus 74;0.989527;0.665391;NULL;LV2.131;7
LV2.132 Bus 23;0.978336;0.798517;NULL;LV2.132;7
LV2.132 Bus 53;0.975457;1.06707;NULL;LV2.132;7
LV2.132 Bus 41;0.996253;0.891266;NULL;LV2.132;7
LV2.132 Bus 13;0.97845;0.794636;NULL;LV2.132;7
LV2.132 Bus 99;0.993662;0.816784;NULL;LV2.132;7
LV2.132 Bus 14;0.978838;0.782753;NULL;LV2.132;7
LV2.132 Bus 81;0.981204;0.72036;NULL;LV2.132;7
LV2.132 Bus 15;0.993989;0.829497;NULL;LV2.132;7
LV2.132 Bus 103;0.982856;0.67951;NULL;LV2.132;7
LV2.132 Bus 69;0.98426;0.679099;NULL;LV2.132;7
LV2.132 Bus 27;0.976468;0.867661;NULL;LV2.132;7
LV2.132 Bus 93;0.978642;0.78865;NULL;LV2.132;7
LV2.132 Bus 16;0.989254;0.629178;NULL;LV2.132;7
LV2.132 Bus 94;0.975653;0.91118;NULL;LV2.132;7
LV2.132 Bus 79;0.988401;0.70876;NULL;LV2.132;7
LV2.132 Bus 38;0.985474;0.679483;NULL;LV2.132;7
LV2.132 Bus 97;0.993546;0.811917;NULL;LV2.132;7
LV2.132 Bus 58;0.979587;0.761195;NULL;LV2.132;7
LV2.132 Bus 72;0.986553;0.665971;NULL;LV2.132;7
LV2.132 Bus 82;0.989312;0.708493;NULL;LV2.132;7
LV2.132 Bus 21;0.975427;0.93232;NULL;LV2.132;7
LV2.132 Bus 101;0.994796;0.854268;NULL;LV2.132;7
LV2.132 Bus 22;0.985555;0.678725;NULL;LV2.132;7
LV2.132 Bus 37;0.995338;0.868886;NULL;LV2.132;7
LV2.132 Bus 61;0.975946;1.06694;NULL;LV2.132;7
LV2.132 Bus 90;0.983289;0.679382;NULL;LV2.132;7
LV2.132 Bus 33;0.988374;0.708768;NULL;LV2.132;7
LV2.132 Bus 88;0.978393;0.796496;NULL;LV2.132;7
LV2.132 Bus 102;0.977186;0.840429;NULL;LV2.132;7
LV2.132 Bus 2;0.975258;0.950773;NULL;LV2.132;7
LV2.132 Bus 57;0.975228;0.957485;NULL;LV2.132;7
LV2.132 Bus 87;0.996243;0.891269;NULL;LV2.132;7
LV2.132 Bus 36;0.985573;0.679454;NULL;LV2.132;7
LV2.132 Bus 56;0.97641;0.870036;NULL;LV2.132;7
LV2.132 Bus 55;0.992316;0.748802;NULL;LV2.132;7
LV2.132 Bus 59;0.980946;0.726216;NULL;LV2.132;7
LV2.132 Bus 70;0.980653;0.733057;NULL;LV2.132;7
LV2.132 Bus 51;0.989737;0.708368;NULL;LV2.132;7
LV2.132 Bus 62;0.988705;0.70867;NULL;LV2.132;7
LV2.132 Bus 30;0.973951;1.026;NULL;LV2.132;7
LV2.132 Bus 3;0.989711;0.705788;NULL;LV2.132;7
LV2.132 Bus 4;0.980566;0.73515;NULL;LV2.132;7
LV2.132 Bus 52;0.975935;1.0498;NULL;LV2.132;7
LV2.132 Bus 32;0.97628;0.876114;NULL;LV2.132;7
LV2.132 Bus 5;0.992869;0.770753;NULL;LV2.132;7
LV2.132 Bus 35;0.989278;0.708503;NULL;LV2.132;7
LV2.132 Bus 24;0.99304;0.78426;NULL;LV2.132;7
LV2.132 Bus 11;0.974247;1.02591;NULL;LV2.132;7
LV2.132 Bus 80;0.987108;0.659914;NULL;LV2.132;7
LV2.132 Bus 50;0.992849;0.768913;NULL;LV2.132;7
LV2.132 Bus 8;0.98235;0.67966;NULL;LV2.132;7
LV2.132 Bus 45;0.993254;0.797337;NULL;LV2.132;7
LV2.132 Bus 85;0.986064;0.65712;NULL;LV2.132;7
LV2.132 Bus 1;0.988778;0.643466;NULL;LV2.132;7
LV2.132 Bus 46;0.973832;1.02604;NULL;LV2.132;7
LV2.132 Bus 10;0.975186;1.02565;NULL;LV2.132;7
LV2.132 Bus 92;0.98943;0.656098;NULL;LV2.132;7
LV2.132 Bus 65;0.989499;0.678274;NULL;LV2.132;7
LV2.132 Bus 9;0.982224;0.679695;NULL;LV2.132;7
LV2.132 Bus 28;0.974817;1.02575;NULL;LV2.132;7
LV2.132 Bus 7;0.980434;0.738563;NULL;LV2.132;7
LV2.132 Bus 6;0.985353;0.664775;NULL;LV2.132;7
LV2.132 Bus 19;0.989433;0.624437;NULL;LV2.132;7
LV2.132 Bus 95;0.975755;1.06699;NULL;LV2.132;7
LV2.132 Bus 34;0.982416;0.67964;NULL;LV2.132;7
LV2.132 Bus 42;0.975415;1.06708;NULL;LV2.132;7
LV2.132 Bus 71;0.983394;0.688555;NULL;LV2.132;7
LV2.132 Bus 20;0.976001;1.05328;NULL;LV2.132;7
LV2.132 Bus 12;0.986056;0.671959;NULL;LV2.132;7
LV2.132 Bus 18;0.985468;0.679485;NULL;LV2.132;7
LV2.132 Bus 29;0.975887;0.89586;NULL;LV2.132;7
LV2.132 Bus 49;0.977095;0.843555;NULL;LV2.132;7
LV2.132 Bus 25;0.983757;0.679245;NULL;LV2.132;7
LV2.132 Bus 68;0.988613;0.631876;NULL;LV2.132;7
LV2.132 Bus 89;0.984743;0.678959;NULL;LV2.132;7
LV2.132 Bus 26;0.975362;1.01574;NULL;LV2.132;7
LV2.132 Bus 73;0.98239;0.679648;NULL;LV2.132;7
LV2.132 Bus 43;0.989528;0.684103;NULL;LV2.132;7
LV2.132 Bus 91;0.98774;0.653348;NULL;LV2.132;7
LV2.132 Bus 40;0.97629;1.06684;NULL;LV2.132;7
